STRID,TEXT
1_Process.188,"Э, да вы чё? Ладно, ладно! @hero меня зовут! <fear>"
1_Process.144,"Ну хорошо. Что делать-то умеешь?"
1_Process.122,"Опыт физического труда имеется? С электричеством работать можешь? Присутствует ли желание стать электриком?"
1_Process.111,"Есть такая публика - жутко любит парную человечину. Так что ты не стесняйся, веди себя как идиот - познакомим. У нас с этим просто. <smile5>"
1_Process.100,"Блин, я на такое не рассчитывал! Погоди, погоди. Во мне неожиданно проснулось желание приносить пользу!"
1_Process.89,"Я чую недоброе! Погоди, погоди. Во мне внезапно проснулось желание приносить пользу! <fear>"
1_Process.67,"Повторяю вопрос - делать что-нибудь умеешь толком?"
Q_Document.31,"Под конец Гувер добавил:\n\n\"Если ты арестуешь предводителя, он всерьёз рискует за время отсутствия потерять влияние в группе - пока его нет, обязательно найдётся замена. Это чревато разными неприятными последствиями, которые я предугадать не берусь. Но вообще-то человека, который более всех повинен в конфликте, изолировать необходимо. Поэтому тебя туда и отправляем. Надо разобраться в ситуации и выявить претендентов на устранение.\"\n\nЛезть к неграм Гуверу не хочется.\nПоэтому, судя по всему, придётся это сделать мне."
Q_Process.78,"Расскажи подробнее - кто, кого, куда и сколько раз. <smile5>"
14_Document.39,"Гувер назначил меня на должность начальника охраны патронного завода. Бывший кабинет Пупыря - в моём распоряжении."
14_Sheet.23,"dialog 5z"
14_Process.30,"{глядит с подозрением} Что так быстро? Уже всё разрулил? <attention>"
13_Process.8,"Сделаем."
10_Sheet.2,"Going_to_wolf_with_guver"
9_Process.30,"{Гувер долго думает, потом кладёт руку тебе на плечо} Вот что, @hero. Я тебе, конечно, верю. Поэтому давай сделаем так. Ты на это дело соглашайся без раздумий. И как только у тебя в кармане будет хоть одно вещественное доказательство, которое мы сможем ткнуть Волку в рыло - сразу беги сюда. Иначе смысла нет - скажет, что ты всё придумал. Да и братва не поймёт, если я его на пустом месте хлопну. <attention>"
8a_Process.7,"Напомни вкратце."
8a_Process,"Подумал-таки?"
8_Process.13,"Что именно следует делать?"
6a_Process.19,"@hero! Почему я, сидючи в кабинете, узнаю больше, чем ты, находясь на задании? Иди и реализуй информацию! Приведи мне Гудвина! Хотя... Лучше не надо. Фиг знает, что ты там натворишь. Вот что. {обращаясь к охране} Уведите негра. Дойдите с ним до шахт, пусть покажет место. Снежка - ко мне. В случае неповиновения - расстрелять."
5z_Process,"Подписываешь?\nРешился?"
5d_Process.43,"Как всё непросто!!!"
5d_Process.21,"{задумчиво} Ну что ж. {охране} Негров - увести. Мы с ними тоже ещё пообщаемся. Не раз. Блин, и где их таких культивируют? Не знаю, кому как, лично я на второй минуте понял, что в этой драке невиновные отсутствуют. Засыпать бы, [censored], эти шахты вместе с тамошними обезьянами - вот бы я порадовался. Жалко, без угля нам никак - арийские морды из всех щелей видны. "
5d_Process.10,"{смотрит на негров тяжёлым недобрым взглядом} Кто моего Гудвина утащил, черви угольные? <attention>"
5c_Process.15,"{удивлённо} Слышь, @hero, а на кой ты скрутил этого бычару, если Гудвина уволок не он?"
5_Process.87,"{Гудвин, волоча ноги, направляется к выходу} <sadness>"
5_Process.32,"{Гудвин убегает, оглашая воем окрестности.} <crying>"
4_Process.59,"Ты, @hero, мои приказы обсуждать пытаешься, или что? <attention>"
4_Process.48,"Есть у нас угольная шахта. В шахту не так давно была помещена группа новых черномазых работничков, которая категорически не ужилась с нигерами-старожилами. Происходят непрерывные драки, вследствие чего получаются трупы, калеки и снижение темпов угледобычи. Надо возглавить мероприятие по вразумлению бестолковых шахтёров. Делай что хочешь, но беспредел должен прекратиться. Язык у тебя подвешен хорошо, договоришься и с неграми."
4_Process.26,"Не, я на такое не согласный. Если бы правила и законы были на бумажке расписаны и чётко соблюдались - это одно. А так - чёрт знает что."
2b_Process,"{Гувер пристально смотрит на тебя} Ну что, подумал? В охране служить есть желание? <attention>"
2a_Process.150,"Идиот. Ты, @hero, идиот. Нет, я конечно знаю, что ты ничего никому не показывал, но ответственности за нарушение режима хождения секретных документов ты явно не осознаёшь. Гаврила и Хомяк! Сдайте идиота на мясо. <contempt>"
2a_Process.40,"Да, в общем-то, ничего. К тебе поволокли. Просто я понял - сообщить надо."
2_Process.74,"Да пошёл ты."
1_Process.35,"Намёк понял!!! Заступаю на борьбу с крысами!!! <eyes_open>"
1_Process.112,"Да, щас. Поверил я тебе. Не запугаешь. Хрен я буду всякой идиотией заниматься."
1_Process.57,"Слышь, клоун. Ты лучше сразу хлебало закрой и прекрати острить. Или участь твоя будет печальна и скоропостижна, ясно? <rage2>"
Q_Process.79,"В общем, расклад такой. Недавно прибывшая на шахту группа работяг принадлежит к южным неграм, обитающим возле арийского города. Северные негры, живущие в деревне и в северном городе, вполне заслуженно считают южан предателями и арийскими холуями, а потому ненавидят. А ветераны у нас - именно северные и деревенские. Южные же негры считают всех остальных негров тупыми ограниченными лохами, тоже имея все основания для такого суждения. "
14_Process.31,"{откинувшись на стуле, искоса смотрит на тебя и ухмыляется} Да ты просто мясник, @hero. Пупырь ведь был крайне свирепый парень, если он на кого сердился - без переломов и увечий обходилось редко. А то и хуже. А ты, стало быть, и тут себя продемонстрировал с необычной стороны. Молодец. Что же, у нас теперь есть вакансия. И претендента лучше, чем ты, я на эту вакансию не вижу. Так что - изволь занимать кабинет. Назначен ответственным за охрану патронного завода. Поздравляю. Надеюсь, суть работы тебе разъяснять не требуется. Трудиться нужно в пять раз лучше, чем твой предшественник, иначе того гляди разделишь его судьбу. {смеясь, достаёт из стола другую бумажку, опять пишет в ней что-то, подаёт тебе.} \n\nНа бумажке написано:\n\n\"Статус - прикреплённый\nИмя - @hero\nНачальнику охраны ОЗ ВП Гуверу\n\nГотов заступить на должность начальника охраны патронного завода.\nОбязуюсь выполнять приказы начальства, блюсти субординацию и прилежно выполнять свои обязанности.\nГотов нести ответственность за свои действия согласно понятиям.\n\n@date                  ____________\""
10_Sheet.27,"Гувер с охраной нападают на Кабана"
10_Process.12,"Отказать."
9_Process.20,"{предъявить ключ, выданный Волком} Угадай, что можно открыть этим ключиком? Заодно угадай, кто мне его выдал."
9_Process.42,"{Гувер бледнеет} Ну что ж, спасибо за работку. Похоже, урода пора брать."
8_Sheet.33,"dialog guver2a"
6b_Process.6,"Перед тобой."
6_Process.6,"Перед тобой."
5_Process.44,"{Ты в очередной раз понимаешь, что быть диверсантом крайне нелегко. Происходящее напоминает серые будни захолустного дурдома.}"
5_Process.77,"{Гудвин начинает рыдать, размазывая землю и уголь по щекам.} Не хочу с тобой, не хочу! Ты злой! Ты всё отбираешь! Все игрушки мои разбил! И ещё... Я тебя с Одуванчиком видел, вот! А я от тебя всё равно убегу! Потому что ты старый дурак, и ещё у тебя проблемы! <crying>"
5_Process.33,"{утереть пот} Наконец-то я его не вижу."
4_Process.38,"{промолчать}"
4_Process.16,"Не боись! Не в церкви, не обманем.\nПонятия - вещь надёжная, проверенная веками. Обиженные бывают редко. <smile5>"
3_Process.6,"Э-э... Случайно забрёл, случайно."
2c_Process.135,"Погоди. Ты что, считаешь, что надо было идти в сортире ковыряться, да? Я охранник или говномешалка? <contempt>"
2c_Process.38,"Начинай."
2a_Process.162,"Говорю же - нечего. "
2a_Process.96,"Что именно от меня будет нужно?"
2a_Process.85,"Быстро подумал, хвалю. Надеюсь, мысли были умные, и ты сейчас какую-нибудь чушь не ляпнешь."
2a_Process.63,"Что ж, молодец. Всё-таки, несмотря ни на что, проблески ума присутствуют. В принципе, конечно, всё равно надо бы тебя за кишки подвесить за сотрудничество с \"организатором побега\". Но людей у нас мало, а таких толковых, как ты - практически нет. Особенно их не хватает в охране. А во внутренней охране умные отсутствуют вовсе, хе-хе. Поэтому я тебя переведу во внутреннюю охрану - чтобы порядок охранял. Конкретно - будешь охранять порядок вокруг меня. Должен будешь демонстрировать преданность и готовность стоять стеной. Ну?"
2_Process.31,"Да блин, смешно сказать... Отлюбил дуру одну... <rage2>"
1b_Process.42,"Снова задаю тот же вопрос - что умеешь делать?\n<contempt>"
1_Process.157,"Ну, давай сходим."
1_Process.135,"Да был тут один кадр - пропал бесследно. Гудвином звали. Обыскались, найти не можем. Что случилось - неясно. Вроде и дружили мы с ним, убегать смысла не было... Неясно, в общем."
