STRID,LOC,STR,AGI,CON,INT,CHA,PER,AGE,SEX,HGT,LEV,PARTY,TAG1,TAG2,TRAIT1,TRAIT2,HP,SP,AC,SMG,BIGG,NRG,THROW,MELEE,SCOUT,REP,MED,THIEF,BAR,TAG1,TAG2,MONEY,ITEMS,HAND,MODEL,RACE,TATOO,HEAD,HEAD_SPECIAL,HEAD_OVERWRITE,CANT_LOOT,NAME1,NAME2
rafi05_SniperLev10,fight05_fight05,7,8,8,8,10,8,5,M,175,23,,,,,,112,,,82,82,0,88,68,0,0,0,43,0,,,0,"BASEBALL_CAP.R,SPORTS_SHIRT.G,JEANS.G,BOOTS_COLONIST.R,AMMO_12GA:14,ROSE_KNIFE,SHOTGUN_FRIEND,BREAD,POTATOES",,man,White2,,WhiteSlave4,,,,rafi05_SniperLev10,Бандит
rafi05_SniperLev8_Ambush1,fight05_fight05,7,8,8,8,13,8,5,M,175,24,,,,,,98,,,78,78,0,85,65,0,0,0,40,0,,,0,"BASEBALL_CAP.G,STUDDED_LEATHER_JACKET.R,SPORTS_SHIRT.B,JEANS.B,BOOTS_COLONIST.R,AMMO_6MM_AP:10,ROSE_KNIFE,RIFLE_BOLT,CARROT,POTATOES",,man,white1,,WhiteSlave5,,,,rafi05_SniperLev8_Ambush1,Бандит
rafi05_SniperLev8_Ambush2,fight05_fight05,7,8,6,8,14,8,5,M,175,24,,,,,,98,,,78,78,0,85,65,0,0,0,40,0,,,0,"BASEBALL_CAP.B,STUDDED_LEATHER_JACKET.G,FIGHTING_SHIRT.R,STRETCH_JEANS.R,BOOTS_COLONIST.R,AMMO_6MM_AP:12,ROSE_KNIFE,RIFLE_BOLT,BREAD,POTATOES",,man,yellow1,,YellowSlave6,,,,rafi05_SniperLev8_Ambush2,Бандит
rafi05_SniperLev8_Ambush3,fight05_fight05,7,8,7,8,14,8,5,M,175,24,,,,,,98,,,78,78,0,85,65,0,0,0,40,0,,,0,"PANAMA.R,STUDDED_LEATHER_JACKET.R,FIGHTING_SHIRT.G,STRETCH_JEANS.G,BOOTS_COLONIST.R,AMMO_6MM_AP:14,ROSE_KNIFE,RIFLE_BOLT,BREAD,CARROT,POTATOES",,man,yellow1,,YellowSlave7,,,,rafi05_SniperLev8_Ambush3,Бандит
rafi05_SniperLev8_Ambush4,fight05_fight05,7,8,7,8,12,8,5,M,175,24,,,,,,98,,,78,78,0,85,65,0,0,0,40,0,,,0,"PANAMA.G,STUDDED_LEATHER_JACKET.G,FIGHTING_SHIRT.B,STRETCH_JEANS.B,BOOTS_COLONIST.R,AMMO_6MM_AP:16,ROSE_KNIFE,RIFLE_BOLT,POTATOES",,man,white1,,WhiteSlave8,,,,rafi05_SniperLev8_Ambush4,Бандит
rafi05_SniperLev8_Ambush5,fight05_fight05,7,8,8,8,13,8,5,M,175,24,,,,,,98,,,78,78,0,85,65,0,0,0,40,0,,,0,"PANAMA.B,STUDDED_LEATHER_JACKET.R,BLOUSE.R,RAPPER_TROUSERS_1.R,BOOTS_COLONIST.R,AMMO_6MM_AP:18,ROSE_KNIFE,RIFLE_BOLT,CARROT,POTATOES",,man,white1,,WhiteSlave9,,,,rafi05_SniperLev8_Ambush5,Бандит
rafi05_SniperLev8_Ambush6,fight05_fight05,7,8,6,8,14,8,5,M,170,24,,,,,,98,,,78,78,0,85,65,0,0,0,40,0,,,0,"STUDDED_LEATHER_JACKET.G,BLOUSE.G,RAPPER_TROUSERS_1.G,BOOTS_COLONIST.R,AMMO_6MM_AP:12,ROSE_KNIFE,RIFLE_BOLT,BREAD,POTATOES",,man,white1,,whiteslave,,,,rafi05_SniperLev8_Ambush6,Бандит
rafi05_SniperLev8_Patrol2,fight05_fight05,7,8,8,8,13,8,5,M,175,24,,,,,,98,,,78,78,0,85,65,0,0,0,40,0,,,0,"BLOUSE.B,RAPPER_TROUSERS.R,BOOTS_COLONIST.R,AMMO_6MM_AP:14,ROSE_KNIFE,BREAD,CARROT,POTATOES",RIFLE_BOLT,man,Black2,,BlackSlave2,,,,rafi05_SniperLev8_Patrol2,Бандит
rafi05_SniperLev8_Patrol3,fight05_fight05,7,8,6,8,14,8,5,M,180,24,,,,,,98,,,78,78,0,85,65,0,0,0,40,0,,,0,"SHIRT.R,RAPPER_TROUSERS.G,BOOTS_COLONIST.R,AMMO_6MM_AP:16,ROSE_KNIFE,POTATOES",RIFLE_BOLT,man,black1,,BlackSlave3,,,,rafi05_SniperLev8_Patrol3,Бандит
rafi05_SniperLev8_Patrol5,fight05_fight05,7,8,6,8,14,8,5,M,165,24,,,,,,98,,,78,78,0,85,65,0,0,0,40,0,,,0,"SHIRT.G,RAPPER_TROUSERS.B,BOOTS_COLONIST.R,AMMO_6MM_AP:18,ROSE_KNIFE,CARROT,POTATOES",RIFLE_BOLT,man,white1,,WhiteSlave3,,,,rafi05_SniperLev8_Patrol5,Бандит
rafi05_SniperLev8_Patrol6,fight05_fight05,7,8,8,8,12,8,5,M,175,24,,,,,,98,,,78,78,0,85,65,0,0,0,40,0,,,0,"SHIRT.B,JEANS.R,BOOTS_COLONIST.R,AMMO_6MM_AP:12,ROSE_KNIFE,BREAD,POTATOES",RIFLE_BOLT,man,yellow1,,YellowSlave4,,,,rafi05_SniperLev8_Patrol6,Бандит
rafi06_BanditLeader,fight06_fight06,9,7,9,7,13,8,5,M,180,35,,,,,,140,,,90,90,0,120,110,9,0,300,51,0,,,0,"CAP.R,LIGHT_BODYARMOR.R,CAMOUFLAGE_TROUSERS.R,BOOTS_LANDROVER.R,STEEL_PLATE,HATCHET,BREAD,BREAD,BREAD,CARROT,CARROT,CARROT,CARROT,POTATOES,MEAT,MEAT,MEDIKIT_1,MEDIKIT_1,MEDIKIT_2,VODKA,DODGER,MUSHROOM,MUSHROOM,MUSHROOM",,man,white1,,WhiteSlave5,,,,rafi06_BanditLeader,Главарь бандитов
rafi06_EliteFightLev10,fight06_fight06,7,6,7,6,10,7,5,M,175,26,,,,,,90,,,80,80,0,120,82,3,0,50,42,0,,,0,"ROLL_NECK.R,GOLF_SHORTS.R,BOOTS_LANDROVER.R,AMMO_6MM:1,FINNISH_KNIFE,POTATOES,HANDMADE_GRENADE,POTATOES,MEAT",,man,Black2,,BlackSlave6,,,,rafi06_EliteFightLev10,Бандит
rafi06_EliteFightLev11,fight06_fight06,7,6,7,6,9,7,5,M,175,27,,,,,,96,,,82,82,0,120,83,3,0,50,43,0,,,0,"ROLL_NECK.G,GOLF_SHORTS.G,BOOTS_LANDROVER.R,SPIKED_KNUCKLES,FINNISH_KNIFE,HANDMADE_6MM,BREAD,BREAD,CARROT,MEAT",,man,black1,,BlackSlave7,,,,rafi06_EliteFightLev11,Бандит
rafi06_EliteFightLev12,fight06_fight06,7,6,6,6,9,7,5,M,175,28,,,,,,102,,,84,84,0,120,85,4,0,50,45,0,,,0,"ROLL_NECK.B,GOLF_SHORTS.B,FINNISH_KNIFE,HANDMADE_GRENADE,BREAD,BREAD,BREAD,POTATOES",,man,white1,,WhiteSlave8,,,,rafi06_EliteFightLev12,Бандит
rafi06_EliteFightLev13,fight06_fight06,7,6,7,6,9,7,5,M,180,29,,,,,,108,,,86,86,0,120,87,5,0,50,47,0,,,0,"SLEEVELESS_SHIRT.R,WORKING_SHORTS.R,BOOTS_LANDROVER.R,AMMO_9MM:1,KNUCKLES,FINNISH_KNIFE,BREAD,CARROT,CARROT,POTATOES,POTATOES,POTATOES,MEAT,MUSHROOM",,man,black1,,blackslave,,,,rafi06_EliteFightLev13,Бандит
rafi06_EliteFightLev14,fight06_fight06,7,6,5,6,10,7,5,M,175,30,,,,,,114,,,88,88,0,120,89,6,0,50,49,0,,,0,"SLEEVELESS_SHIRT.G,WORKING_SHORTS.G,BOOTS_LANDROVER.R,HANDMADE_GRENADE,FINNISH_KNIFE,POTATOES,MEAT,MEDIKIT_1",,man,white1,,WhiteSlave2,,,,rafi06_EliteFightLev14,Бандит
rafi06_EliteShotLev10,fight06_fight06,6,7,7,7,12,7,5,M,170,26,,,,,,90,,,80,80,0,87,82,4,0,50,42,0,,,0,"BASEBALL_CAP.R,STUDDED_LEATHER_JACKET.R,SHIRT.R,STRETCH_JEANS.R,BOOTS_LANDROVER.R,AMMO_12GA:14,SAJ,THROWING_DAGGER,THROWING_DAGGER,SHOTGUN_HELLO,CARROT,CARROT,CARROT",,man,white1,,WhiteSlave3,,,,rafi06_EliteShotLev10,Бандит
rafi06_EliteShotLev11,fight06_fight06,6,7,7,7,13,7,5,M,175,27,,,,,,96,,,82,82,0,88,83,5,0,50,43,0,,,0,"STUDDED_LEATHER_JACKET.G,BLOUSE.B,STRETCH_JEANS.G,AMMO_12GA:16,SAJ,SHOTGUN_HELLO,BREAD,CARROT,CARROT,POTATOES",,man,White2,,WhiteSlave4,,,,rafi06_EliteShotLev11,Бандит
rafi06_EliteShotLev12,fight06_fight06,6,7,8,7,13,7,5,M,170,28,,,,,,102,,,84,84,0,90,85,6,0,50,45,0,,,0,"BASEBALL_CAP.B,STUDDED_LEATHER_JACKET.R,BLOUSE.G,STRETCH_JEANS.B,BOOTS_LANDROVER.R,AMMO_12GA:18,SAJ,THROWING_DAGGER,SHOTGUN_FRIEND,BREAD,BREAD,CARROT,CARROT,CARROT",,man,white1,,WhiteSlave5,,,,rafi06_EliteShotLev12,Бандит
rafi06_EliteShotLev14,fight06_fight06,6,7,6,7,12,7,5,M,170,30,,,,,,114,,,88,88,0,94,89,9,0,50,49,0,,,0,"PANAMA.R,STUDDED_LEATHER_JACKET.G,BLOUSE.R,STRETCH_JEANS.G,BOOTS_LANDROVER.R,AMMO_12GA:20,SPIKED_KNUCKLES,SAJ,HANDMADE_6MM,SHOTGUN_FRIEND,BREAD,CARROT,POTATOES",,man,white1,,WhiteSlave6,,,,rafi06_EliteShotLev14,Бандит
rafi06_FightLev10,fight06_fight06,6,5,6,6,12,6,5,M,170,26,,,,,,75,,,80,80,0,120,82,1,0,50,42,0,,,0,"BASEBALL_CAP.G,FIGHTING_SHIRT.B,SHORTS.G,BOOTS_FOOTMAN.R,HATCHET,CRACKER_GRENADE,HUNTING_RIFLE,POTATOES,POTATOES,MEDIKIT_1",,man,yellow1,,YellowSlave7,,,,rafi06_FightLev10,Бандит
rafi06_FightLev10_Patrol1,fight06_fight06,6,5,7,6,9,6,5,M,165,26,,,,,,75,,,80,80,0,120,82,20,0,50,42,0,,,0,"FIGHTING_SHIRT.G,SHORTS.B,BOOTS_FOOTMAN.R,HATCHET,KVAS,GANJA",,man,Yellow2,,YellowSlave8,,,,rafi06_FightLev10_Patrol1,Бандит
rafi06_FightLev10_Patrol2,fight06_fight06,6,5,6,6,10,6,5,M,170,26,,,,,,75,,,80,80,0,120,82,50,0,50,42,0,,,0,"FIGHTING_SHIRT.R,BRIDGES.R,BOOTS_FOOTMAN.R,AMMO_6MM:1,HATCHET,HANDMADE_GRENADE,CLUB,HANDMADE_6MM,BREAD,BREAD,CARROT",,man,white1,,whiteslave,,,,rafi06_FightLev10_Patrol2,Бандит
rafi06_FightLev10_Patrol3,fight06_fight06,6,5,8,6,9,6,5,M,175,26,,,,,,75,,,80,80,0,120,82,1,0,50,42,0,,,0,"SPORTS_SHIRT.B,BRIDGES.G,KNUCKLES,HATCHET,BREAD,CARROT,CARROT,CARROT,POTATOES,POTATOES,POTATOES",,man,white1,,WhiteSlave2,,,,rafi06_FightLev10_Patrol3,Бандит
rafi06_FightLev11,fight06_fight06,6,5,6,6,12,6,5,M,170,27,,,,,,80,,,82,82,0,120,83,1,0,50,43,0,,,0,"SPORTS_SHIRT.G,BRIDGES.B,BOOTS_FOOTMAN.R,AMMO_9MM:1,HATCHET,STEW_GRENADE,CARROT,CARROT,CARROT,CARROT,POTATOES,MEDIKIT_1",,man,white1,,WhiteSlave3,,,,rafi06_FightLev11,Бандит
rafi06_FightLev12,fight06_fight06,6,5,5,6,13,6,5,M,175,28,,,,,,85,,,84,84,0,120,85,2,0,50,45,0,,,0,"PANAMA.B,SPORTS_SHIRT.R,SHORTS.R,GUNPOWDER:1,HATCHET,CLUB,HANDMADE_GRENADE,STEW_GRENADE,CARROT,MUSHROOM",,man,yellow1,,YellowSlave4,,,,rafi06_FightLev12,Бандит
rafi06_Mad,fight06_fight06,8,7,9,7,14,8,5,M,170,31,,,,,,140,,,90,90,0,96,81,6,0,50,51,0,,,0,"ROUND.R,STUDDED_LEATHER_JACKET.R,STRIPPED_SHIRT.R,MILITARY_TROUSERS.R,BOOTS_LANDROVER.R,AMMO_6MM:4,FINNISH_KNIFE,PISTOL_STUPID,BREAD,CARROT,CARROT,CARROT,POTATOES,POTATOES,MEAT,MEAT,MEDIKIT_1,KVAS,LIFTING_JACK",,man,white1,,WhiteSlave9,,,,rafi06_Mad,Сердитый
rafi06_Mashenka,fight06_fight06,6,5,5,6,13,6,5,M,185,0,,,,,,0,,,50,50,0,60,45,10,0,50,15,0,,,0,"ROUND_PUMPON.R,KNOT_SHIRT.R,MINI_SKIRT.R,BOOTS_FOOTMAN.R,HATCHET,STEW_GRENADE,LEMON_GRENADE,BREAD,BREAD,BREAD,BREAD,CARROT,CARROT,POTATOES,POTATOES,POTATOES,MEAT,MEAT,MEAT,VODKA",,man,white1,GEY,WhiteSlave8,,,,Dead body,Мертвое тело
rafi06_Mashenka2,fight06_fight06,6,5,9,6,10,6,5,M,165,0,,,,,,0,,,50,50,0,60,45,10,0,50,15,0,,,0,"ROUND_PUMPON.G,KNOT_SHIRT.G,MINI_SKIRT.G,BOOTS_COLONIST.R,BREAD,BREAD,CARROT,CARROT,CARROT,CARROT,POTATOES,POTATOES,MEAT,MEAT,MEDIKIT_1,GANJA",,man,White2,GEY,WhiteSlave7,,,,Dead body,Мертвое тело
rafi06_ShotLev10,fight06_fight06,5,6,6,7,10,6,5,M,165,26,,,,,,75,,,80,80,0,87,72,3,0,50,42,0,,,0,"PANAMA.G,SLEEVELESS_SHIRT.R,JEANS.R,AMMO_6MM:10,ROSE_KNIFE,PISTOL_STUPID,CARROT",,man,white1,,WhiteSlave6,,,,rafi06_ShotLev10,Бандит
rafi06_ShotLev11,fight06_fight06,5,6,7,7,11,6,5,M,170,27,,,,,,80,,,82,82,0,88,73,3,0,50,43,0,,,0,"SLEEVELESS_SHIRT.G,JEANS.G,BOOTS_FOOTMAN.R,AMMO_6MM:12,SPIKED_KNUCKLES,ROSE_KNIFE,PISTOL_STUPID,BREAD,CARROT,CARROT,CARROT",,man,white1,,WhiteSlave5,,,,rafi06_ShotLev11,Бандит
rafi06_ShotLev12,fight06_fight06,5,6,6,7,11,6,5,M,175,28,,,,,,85,,,84,84,0,90,75,4,0,50,45,0,,,0,"ROUND_PUMPON.R,SLEEVELESS_SHIRT.B,JEANS.B,BOOTS_FOOTMAN.R,AMMO_16GA:12,ROSE_KNIFE,HANDMADE_6MM,SHOTGUN_JUDA,BREAD,BREAD,CARROT,CARROT,POTATOES",,man,Black2,,BlackSlave4,,,,rafi06_ShotLev12,Бандит
rafi06_ShotLev13,fight06_fight06,5,6,5,7,11,6,5,M,170,29,,,,,,90,,,86,86,0,92,77,5,0,50,47,0,,,0,"ROUND_PUMPON.G,SPORTS_SHIRT.R,JEANS.R,BOOTS_FOOTMAN.R,AMMO_16GA:14,ROSE_KNIFE,SHOTGUN_JUDA,BREAD,BREAD,BREAD,GANJA",,man,Yellow2,,YellowSlave3,,,,rafi06_ShotLev13,Бандит
rafi06_SniperLev10_Ambush3,fight06_fight06,7,8,8,8,14,8,5,M,175,26,,,,,,105,,,80,80,0,87,72,6,0,50,42,0,,,0,"BASEBALL_CAP.R,STUDDED_LEATHER_JACKET.R,BLOUSE.R,RAPPER_TROUSERS.R,BOOTS_LANDROVER.R,AMMO_6MM:14,SPIKED_KNUCKLES,SAJ,RIFLE_PIPE,BREAD,CARROT,POTATOES,POTATOES,MEAT",,man,white1,,WhiteSlave3,,,,rafi06_SniperLev10_Ambush3,Бандит
rafi06_SniperLev10_Ambush4,fight06_fight06,7,8,8,8,14,8,5,M,175,26,,,,,,105,,,80,80,0,87,72,6,0,50,42,0,,,0,"BASEBALL_CAP.G,STUDDED_LEATHER_JACKET.G,BLOUSE.G,RAPPER_TROUSERS.G,BOOTS_LANDROVER.R,AMMO_6MM:16,SAJ,RIFLE_PIPE,CARROT,CARROT,MEDIKIT_1,MUSHROOM",,man,white1,,WhiteSlave2,,,,rafi06_SniperLev10_Ambush4,Бандит
rafi06_SniperLev11_Ambush2,fight06_fight06,7,8,8,8,15,8,5,M,175,26,,,,,,105,,,80,80,0,87,72,7,0,50,42,0,,,0,"BASEBALL_CAP.B,STUDDED_LEATHER_JACKET.R,BLOUSE.B,RAPPER_TROUSERS.B,BOOTS_LANDROVER.R,AMMO_6MM:18,KNUCKLES,SAJ,RIFLE_PIPE,BREAD,BREAD,CARROT,POTATOES,POTATOES,POTATOES,MEAT",,man,black1,,blackslave,,,,rafi06_SniperLev11_Ambush2,Бандит
rafi06_SniperLev12_Ambush1,fight06_fight06,7,8,8,8,15,8,5,M,175,28,,,,,,119,,,84,84,0,90,75,9,0,50,45,0,,,0,"STUDDED_LEATHER_JACKET.G,SHIRT.R,RAPPER_TROUSERS_1.R,BOOTS_LANDROVER.R,AMMO_6MM:20,SAJ,RIFLE_PIPE,POTATOES,MEAT",,man,Black2,,BlackSlave2,,,,rafi06_SniperLev12_Ambush1,Бандит
rafi07_Fight01,fight07_fight07,6,5,9,6,9,6,5,M,180,30,,,,,,100,,,90,90,0,96,86,15,0,100,51,0,,,0,"FUR_JACKET.R,SHIRT.R,RAGS_TROUSERS.R,BOOTS_COLONIST.R,STILETTO,BREAD,BREAD,POTATOES,CIGARETTE",,man,Black2,,BlackSlave,,,,Ragamuffin,Оборванец
rafi07_Fight02,fight07_fight07,6,5,8,6,10,6,5,M,175,30,,,,,,100,,,90,90,0,96,86,15,0,100,51,0,,,0,"ROUND.R,RAGS_TROUSERS.G,STILETTO,CARROT,CARROT,CARROT,MEAT,MEAT,MEDIKIT_1",,man,Black1,GEY,BlackSlave3,,,,Ragamuffin,Оборванец
rafi07_Fight03,fight07_fight07,6,5,7,6,8,6,5,M,185,30,,,,,,100,,,90,90,0,96,86,15,0,100,51,0,,,0,"SKULL_MASK.R,SHIRT.G,RAGS_TROUSERS.G,BOOTS_COLONIST.R,STILETTO,BREAD,POTATOES,CIGARETTE",,man,Black2,,BlackSlave5,,,,Ragamuffin,Оборванец
rafi07_Shot01,fight07_fight07,6,5,5,6,10,6,5,M,165,25,,,,,,100,,,90,90,0,96,86,15,0,100,51,0,,,0,"CHINEZIAN.R,KIMONO_SHIRT.G,RAGS_TROUSERS.B,BOOTS_COLONIST.R,AMMO_12GA:15,AWL,SHOTGUN_BEST_FRIEND,CARROT,POTATOES,MEAT,MEAT,CIGARETTE,CIGARETTE",,man,Yellow2,,YellowSlave3,,,,Ragamuffin,Оборванец
rafi07_Shot02,fight07_fight07,6,5,6,6,10,6,5,M,170,25,,,,,,100,,,90,90,0,96,86,15,0,100,51,0,,,0,"KINDZADZA.R,RAGS_JACKET.R,RAGS_TROUSERS.B,AMMO_12GA:16,AWL,SHOTGUN_BEST_FRIEND,BREAD,BREAD,BREAD,WILDGANJA",,man,Yellow1,,YellowSlave6,,,,Ragamuffin,Оборванец
rafi07_Shot03,fight07_fight07,6,5,7,6,10,6,5,M,165,25,,,,,,100,,,90,90,0,96,86,15,0,100,51,0,,,0,"RAGS_JACKET.G,RAGS_TROUSERS.B,BOOTS_FOOTMAN.R,AMMO_12GA:22,AWL,SHOTGUN_BEST_FRIEND,BREAD,CARROT,CARROT,MEDIKIT_1,VODKA,CIGARETTE",,man,Yellow1,,YellowSlave7,,,,Ragamuffin,Оборванец
rafi07_Shot04,fight07_fight07,6,5,5,6,14,6,5,M,170,25,,,,,,100,,,90,90,0,96,86,15,0,100,51,0,,,0,"TURBAN.B,RAGS_JACKET.B,SHIRT.B,RAGS_TROUSERS.G,AMMO_12GA:14,AWL,SHOTGUN_BROTHER,POTATOES,POTATOES,MEAT",,man,Yellow2,,YellowSlave8,,,,Ragamuffin,Оборванец
rafi07_Shot05,fight07_fight07,6,5,6,6,14,6,5,M,175,25,,,,,,100,,,90,90,0,96,86,15,0,100,51,0,,,0,"RAGS_TROUSERS.B,BOOTS_COLONIST.R,AMMO_12GA:26,AWL,SHOTGUN_BROTHER,BREAD,BREAD,CARROT,CIGARETTE",,man,White1,WILDCAT,WhiteSlave8,,,,Ragamuffin,Оборванец
rafi07_Shot06,fight07_fight07,6,5,5,6,14,6,5,M,165,25,,,,,,100,,,90,90,0,96,86,15,0,100,51,0,,,0,"RAGS_JACKET.G,RAGS_TROUSERS.R,BOOTS_COLONIST.R,AMMO_12GA:17,AWL,SHOTGUN_BROTHER,BREAD,CARROT,POTATOES",,man,Yellow2,,YellowSlave3,,,,Ragamuffin,Оборванец
rafi07_maniac_Fight01,fight07_fight07,6,5,6,6,8,6,5,M,170,15,,,,,,75,,,80,80,0,87,77,13,0,100,42,0,,,0,"SKULL_MASK.R,RAGS_JACKET.G,RAGS_TROUSERS.G,POTATOES,DOG_FUR",,man,Yellow1,CHINESE,YellowSlave2,,,,Ragamuffin,Оборванец
rafi07_maniac_Fight02,fight07_fight07,6,5,6,6,9,6,5,M,175,15,,,,,,75,,,80,80,0,87,77,13,0,100,42,0,,,0,"TURBAN.G,RAGS_JACKET.R,ROLL_NECK.B,RAGS_TROUSERS.B,BOOTS_COLONIST.R,PITCHFORK_SPEAR,BREAD,CARROT,POTATOES,JERBOA_FUR",,man,White1,,WhiteSlave2,,,,Ragamuffin,Оборванец
rafi07_maniac_Fight03,fight07_fight07,6,5,7,6,9,6,5,M,185,20,,,,,,100,,,90,90,0,96,86,15,0,100,51,0,,,0,"SKULL_MASK.R,RAGS_TROUSERS.B,AWL,CARROT,WILDGANJA,WILDGANJA,RAT_FUR",,man,Black1,,BlackSlave3,,,,Ragamuffin,Оборванец
rafi07_maniac_Fight04,fight07_fight07,6,5,8,6,8,6,5,M,180,15,,,,,,75,,,80,80,0,87,77,13,0,100,42,0,,,0,"ROUND_PUMPON.G,FUR_JACKET.R,RAGS_TROUSERS.R,BOOTS_FOOTMAN.R,PITCHFORK_SPEAR,POTATOES,POTATOES,POTATOES,MEAT",,man,Black2,,BlackSlave5,,,,Ragamuffin,Оборванец
rafi07_maniac_Fight05,fight07_fight07,6,5,6,6,8,6,5,M,165,15,,,,,,75,,,80,80,0,87,77,13,0,100,42,0,,,0,"CHINEZIAN.R,RAGS_JACKET.R,FIVE_ELEMENT.R,RAGS_TROUSERS.G,BOOTS_LANDROVER.R,BREAD,CARROT,CARROT,VODKA,DOG_FUR",,man,Yellow1,,YellowSlave6,,,,Ragamuffin,Оборванец
rafi07_maniac_Fight06,fight07_fight07,6,5,5,6,9,6,5,M,170,15,,,,,,75,,,80,80,0,87,77,13,0,100,42,0,,,0,"SHORTS.B,STONE_KNIFE,BREAD,POTATOES,CIGARETTE,WILDGANJA,RAT_FUR",,man,Yellow1,,YellowSlave7,,,,Ragamuffin,Оборванец
rafi07_maniac_Fight07,fight07_fight07,6,5,7,6,8,6,5,M,175,15,,,,,,75,,,80,80,0,87,77,13,0,100,42,0,,,0,"TURBAN.R,RAGS_JACKET.B,SHORTS.G,BOOTS_COLONIST.R,CARROT,CARROT,POTATOES",,man,Black2,,BlackSlave6,,,,Ragamuffin,Оборванец
rafi07_maniac_Fight08,fight07_fight07,6,5,8,6,9,6,5,M,180,15,,,,,,75,,,80,80,0,87,77,13,0,100,42,0,,,0,"RAGS_JACKET.G,FIVE_ELEMENT.G,SHORTS.R,BOOTS_COLONIST.R,PITCHFORK_SPEAR",,man,Black2,,BlackSlave8,,,,Ragamuffin,Оборванец
rafi07_maniac_Fight09,fight07_fight07,6,5,7,6,10,6,5,M,185,15,,,,,,75,,,80,80,0,87,77,13,0,100,42,0,,,0,"SKULL_MASK.R,RAGS_TROUSERS.G,STONE_KNIFE,BREAD,BREAD,CARROT,WILDGANJA,JERBOA_FUR",,man,Black1,,BlackSlave7,,,,Ragamuffin,Оборванец
rafi07_maniac_Fight10,fight07_fight07,6,5,6,6,7,6,5,M,170,15,,,,,,75,,,80,80,0,87,77,13,0,100,42,0,,,0,"SKULL_MASK.R,RAGS_JACKET.B,WORKING_SHORTS.R,BOOTS_COLONIST.R,STONE_KNIFE,BREAD,BREAD,BREAD",,man,White1,,WhiteSlave,,,,Ragamuffin,Оборванец
rafi07_maniac_Fight11,fight07_fight07,6,5,7,6,10,6,5,M,170,15,,,,,,75,,,80,80,0,87,77,13,0,100,42,0,,,0,"TURBAN.B,RAGS_JACKET.R,FIVE_ELEMENT.B,RAGS_TROUSERS.R,CARROT,CARROT,MEAT,VODKA",,man,White1,,WhiteSlave2,,,,Ragamuffin,Оборванец
rafi07_maniac_Fight12,fight07_fight07,6,5,6,6,8,6,5,M,170,15,,,,,,75,,,80,80,0,87,77,13,0,100,42,0,,,0,"CHINEZIAN.R,FUR_JACKET.R,SLEEVELESS_SHIRT.R,RAGS_TROUSERS.G,SPIKED_KNUCKLES,BREAD,CARROT,WILDGANJA,RAT_FUR",,man,Yellow2,CHINESE,YellowSlave3,,,,Ragamuffin,Оборванец
rafi07_maniac_Shot01,fight07_fight07,6,5,5,6,13,6,5,M,165,15,,,,,,75,,,80,80,0,87,77,13,0,100,42,0,,,0,"KIMONO_SHIRT.G,RAGS_TROUSERS.G,BOOTS_COLONIST.R,AMMO_6MM:40,ROSE_KNIFE,RIFLE_BOLT,CARROT,DOG_FUR,JERBOA_FUR",,man,Yellow1,,YellowSlave6,,,,Ragamuffin,Оборванец
rafi07_maniac_Shot02,fight07_fight07,6,5,6,6,13,6,5,M,170,15,,,,,,75,,,80,80,0,87,77,13,0,100,42,0,,,0,"RAGS_JACKET.G,RAGS_TROUSERS.G,BOOTS_COLONIST.R,AMMO_6MM:40,SHOVEL,RIFLE_BOLT,POTATOES",,man,Yellow2,,YellowSlave8,,,,Ragamuffin,Оборванец
rafi07_maniac_Shot03,fight07_fight07,6,5,5,6,12,6,5,M,170,15,,,,,,75,,,80,80,0,87,77,13,0,100,42,0,,,0,"RAGS_JACKET.B,RAGS_TROUSERS.R,AMMO_6MM:80,SPIKED_KNUCKLES,RIFLE_BOLT,BREAD,CARROT,CARROT",,man,Yellow2,,YellowSlave3,,,,Ragamuffin,Оборванец
rafi07_maniac_Shot04,fight07_fight07,6,5,6,6,13,6,5,M,175,15,,,,,,75,,,80,80,0,87,77,13,0,100,42,0,,,0,"FIGHTING_SHIRT.R,RAGS_TROUSERS.B,BOOTS_FOOTMAN.R,AMMO_6MM:80,SHOVEL,RIFLE_BOLT,BREAD,POTATOES,CIGARETTE,RAT_FUR,RAT_FUR",,man,White2,,WhiteSlave7,,,,Ragamuffin,Оборванец
rafi07_maniac_Shot05,fight07_fight07,6,5,7,6,12,6,5,M,180,15,,,,,,75,,,80,80,0,87,77,13,0,100,42,0,,,0,"RAGS_JACKET.R,RAGS_TROUSERS.G,BOOTS_LANDROVER.R,AMMO_6MM:100,ROSE_KNIFE,RIFLE_BOLT,WILDGANJA,DOG_FUR",,man,Black2,,BlackSlave6,,,,Ragamuffin,Оборванец
rafi07_maniac_Shot06,fight07_fight07,6,5,8,6,13,6,5,M,175,15,,,,,,75,,,80,80,0,87,77,13,0,100,42,0,,,0,"RAGS_JACKET.G,RAGS_TROUSERS.R,BOOTS_COLONIST.R,AMMO_6MM:100,RIFLE_BOLT,BREAD,BREAD,CARROT,MEAT,KVAS,JERBOA_FUR",,man,Black2,,BlackSlave8,,,,Ragamuffin,Оборванец
